                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     82,                0.98667,                 5.5231,                0.32262,                0.91994,                 1.3751,                0.87328,                0.84039,                0.92669,                0.58003,                0.40145,                0.33009,                0.24693,                0.06021,                    nan,                 10.818,                 1.5024,                    nan,                    nan,             0.00033023,             0.00033023,             0.00033023
                     83,                0.98724,                 5.5092,                0.32498,                0.92123,                 1.3852,                0.92228,                0.86068,                0.93569,                0.60075,                0.49285,                0.35547,                0.32215,                0.07198,                    nan,                 10.804,                 1.5178,                    nan,                    nan,             0.00031373,             0.00031373,             0.00031373
                     84,                0.97924,                 5.3745,                0.31108,                0.95778,                 1.3754,                0.90131,                0.88791,                0.93445,                0.58726,                0.40274,                0.40043,                0.28532,                0.06402,                    nan,                 10.812,                 1.4646,                    nan,                    nan,             0.00029723,             0.00029723,             0.00029723
                     85,                0.97212,                 5.4057,                0.31844,                  0.886,                 1.3749,                0.88708,                0.88358,                0.94236,                0.59997,                0.39607,                0.40043,                0.30962,                0.07236,                    nan,                 10.823,                 1.4322,                    nan,                    nan,             0.00028072,             0.00028072,             0.00028072
                     86,                0.94502,                 5.2327,                0.30254,                0.92297,                 1.3461,                0.87492,                0.85317,                0.92784,                 0.5902,                0.40749,                0.44751,                 0.3413,                0.07184,                    nan,                 10.805,                 1.4928,                    nan,                    nan,             0.00026422,             0.00026422,             0.00026422
                     87,                0.96477,                 5.3245,                0.31633,                0.90947,                 1.3651,                0.86398,                0.89763,                0.93653,                0.59053,                0.40611,                0.43506,                0.33999,                0.07388,                    nan,                 10.811,                 1.5107,                    nan,                    nan,             0.00024772,             0.00024772,             0.00024772
                     88,                0.94909,                  5.354,                0.31433,                0.88842,                 1.3639,                0.92623,                0.83874,                0.92051,                 0.5734,                 0.4506,                 0.4237,                0.31194,                0.06887,                    nan,                 10.852,                 1.4775,                    nan,                    nan,             0.00023121,             0.00023121,             0.00023121
                     89,                0.95915,                 5.2747,                0.31287,                0.92519,                 1.3528,                0.88347,                0.88474,                0.93986,                0.60058,                0.40221,                0.41126,                0.31167,                0.05871,                    nan,                 10.817,                 1.6308,                    nan,                    nan,             0.00021471,             0.00021471,             0.00021471
                     90,                0.93502,                 5.1878,                0.30525,                0.87017,                 1.3208,                0.90347,                 0.8842,                0.92499,                0.60379,                0.42626,                0.39935,                0.27651,                0.04683,                    nan,                 10.823,                 1.6202,                    nan,                    nan,             0.00019821,             0.00019821,             0.00019821
                     91,                 0.7685,                 4.8485,                0.13968,                0.58915,                 1.2949,                0.92127,                0.90874,                 0.9371,                0.58946,                0.41834,                 0.4118,                0.27487,                 0.0593,                    nan,                 10.771,                 1.7189,                    nan,                    nan,              0.0001817,              0.0001817,              0.0001817
                     92,                0.73805,                 4.8056,                 0.1396,                0.57148,                 1.2591,                0.91619,                0.89096,                0.94298,                0.59476,                0.42684,                 0.4118,                0.30416,                0.07133,                    nan,                 10.759,                 1.7426,                    nan,                    nan,              0.0001652,              0.0001652,              0.0001652
                     93,                0.74322,                 4.7812,                0.12685,                 0.5511,                 1.2747,                0.89311,                0.88544,                0.92944,                0.60001,                0.40821,                 0.3658,                0.27104,                0.05982,                    nan,                 10.774,                 1.7676,                    nan,                    nan,              0.0001487,              0.0001487,              0.0001487
                     94,                0.70498,                 4.6513,                0.11606,                0.52278,                 1.2574,                0.92311,                0.88877,                0.92799,                0.58585,                0.43532,                0.43302,                   0.31,                0.07219,                    nan,                 10.736,                 1.8148,                    nan,                    nan,             0.00013219,             0.00013219,             0.00013219
